type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
0,-0.0005918281385675073,-0.007599490694701672,-0.008780891075730324,0.009064043872058392,0.002615849021822214,-0.001588853308930993,-0.0101681062951684,-0.0026311231777071953,-0.008309213444590569,0.0029663657769560814,-0.0006763126002624631,0.0028467890806496143,-0.0036395592615008354,-0.0010847331723198295,-0.003089234931394458,-0.0073028202168643475,0.0014359403867274523,0.010130751878023148,-0.006482410244643688,-0.005825228523463011,-0.002511227037757635,0.004730340093374252,-0.004733487032353878,0.0029046107083559036,0.0020481401588767767,-0.006441324483603239,-0.0031989419367164373,-0.008055686950683594,0.004919012077152729,-0.0077405027113854885,0.006627310533076525,0.009361382573843002,-0.006166527513414621,-0.003422583220526576,0.000531781988684088,0.00018836439994629472,-0.001305891782976687,-0.00534918112680316,-0.0011711280094459653,-0.0009211977012455463,-0.003152858931571245,-0.008226205594837666,0.004358852747827768,-0.009324080310761929,-9.934428089763969e-05,-0.004962446633726358,6.574190774699673e-05,-0.0018805020954459906,0.004699566401541233,-0.0067435032688081264,-0.002720921766012907,0.0011697879526764154,-0.002189753344282508,-0.0029871624428778887,-0.0016949732089415193,0.004848921671509743,-0.0017524133436381817,0.002127708401530981,-0.004583073314279318,0.005186619237065315,-0.0012644538655877113,0.008040354587137699,0.0036353340838104486,-0.0020104427821934223,0.002712317043915391,-0.0020664928015321493,0.0024723687674850225,0.0007726327748969197,-0.0012847732286900282,-0.006429064087569714,-0.007667532656341791,0.00019498865003697574,-0.006595909129828215,-0.00817705038934946,-0.0083276042714715,0.001973111415281892,-0.007296191994100809,-0.00566672720015049,0.0017545813461765647,0.0008829652215354145,0.006879339460283518,0.0037303029093891382,-0.005869996268302202,-0.002170680556446314,0.004965154454112053,-0.00017939538520295173,0.005454750265926123,-0.003963002935051918,0.006185715086758137,-4.1346644138684496e-05,-0.0057431734167039394,0.004383537452667952,-0.010395976714789867,-0.008440199308097363,-0.00442805141210556,0.007594270631670952,0.006752087268978357,0.0007919194758869708,0.006602280307561159,0.001956262858584523,-0.004744170233607292,-0.002727099694311619,-0.008689689449965954,0.0024743005633354187,-0.007091299630701542,-0.002697251969948411,-0.001463741878978908,0.00577537901699543,0.004597881808876991,0.003659553127363324,0.000730066851247102,-0.005420982372015715,5.7778728660196066e-05,-0.00434060487896204,0.01008971594274044,-0.008183237165212631,-0.0070414356887340546,0.00046990328701213,0.001752292038872838,0.00927438773214817,0.011266808956861496,0.00661840895190835,-0.006234460044652224,0.009182816371321678,-0.006175639573484659,0.0015775361098349094,-0.007195408456027508,-0.000820101355202496
1,0.0035161117557436228,-0.007192587945610285,0.0026308144442737103,0.0020053491462022066,-0.0004226642195135355,0.0039812414906919,-0.0044304425828158855,-0.0007779776933602989,0.00046376825775951147,0.0028390143997967243,-0.008168228901922703,-0.004295649938285351,0.006130984053015709,0.0011880317470058799,0.0025438021402806044,-0.0074801137670874596,-0.0016125228721648455,0.0027619278989732265,0.002291174605488777,0.005699063651263714,0.0003446459013503045,-0.0025886627845466137,-0.0027505243197083473,0.00787110161036253,0.004747232422232628,-0.00702652707695961,-0.0013846892397850752,0.004182445351034403,0.0012083533219993114,0.0065640779212117195,-0.0038792104460299015,-0.0006899834261275828,0.006110910326242447,0.004222558811306953,0.007482294924557209,-0.002982871839776635,0.0017103423597291112,-0.00490102032199502,-0.0038261765148490667,-0.0056981793604791164,-0.007152264472097158,-0.002882583998143673,0.0031566177494823933,-0.0024079405702650547,0.001402609283104539,0.0034142001532018185,0.0056824274361133575,0.0019235963700339198,0.006336615886539221,-0.0033175807911902666,-0.004268476739525795,-0.00046845292672514915,0.005833062343299389,0.00460713030770421,-0.006578319240361452,-0.0031299281399697065,-0.006620276253670454,0.006554694846272469,-0.0016502757789567113,-0.0007258850382640958,0.005333845037966967,0.0017459563678130507,-0.005789453629404306,0.005816265940666199,0.0040633161552250385,0.006726251449435949,-0.0038491436280310154,0.0031893316190689802,0.0038528020959347486,-0.0038963682018220425,0.0011369033018127084,0.0045774285681545734,-0.006021708250045776,-0.007709838915616274,0.005914771463721991,-0.0032396940514445305,0.0066831037402153015,-0.0018087908392772079,0.0076402174308896065,-0.005006535444408655,0.0027865043375641108,0.0035059198271483183,-0.006211266387254,0.0033441551495343447,-0.005700031295418739,-0.003875795053318143,0.005003906786441803,0.007302287500351667,-0.0017746930243447423,-0.0029816734604537487,0.00027863364084623754,-0.0009376960224471986,-0.008654397912323475,-0.006988320033997297,0.00445777690038085,0.005484487861394882,-0.0018794661154970527,0.003424999536946416,-0.0010595102794468403,0.002786488039419055,-0.00503234937787056,0.0022502404171973467,-0.00540677597746253,-0.005339454859495163,0.00596636114642024,-0.0066283089108765125,-0.002543090842664242,0.00347832846455276,-0.006848213728517294,-0.003379040863364935,0.0010193344205617905,-0.005399195943027735,0.007519759703427553,0.007024257443845272,0.007127724587917328,0.001657244167290628,-0.0036411858163774014,7.408445526380092e-05,-0.0019736257381737232,0.006076958030462265,-0.0036918988917022943,-0.006074279546737671,-0.008182098157703876,-0.005149079952389002,-0.004622978623956442,-0.0015472867526113987,-0.0027674343436956406,0.004718768410384655
10,0.006684815511107445,0.001607698854058981,0.0012813146458938718,0.0034961749333888292,0.0035179194528609514,0.005396911408752203,0.0020170179195702076,0.0027854591608047485,-0.002174144610762596,0.0051155975088477135,0.003147152252495289,0.00639359699562192,0.004886290058493614,0.004875141195952892,-0.00840484444051981,0.002282834379002452,-0.0018678564811125398,0.0056732455268502235,0.005897839087992907,-0.0043933759443461895,-0.0066960533149540424,0.0006680397782474756,-0.004282728303223848,-0.0021500124130398035,-0.006530532147735357,0.003988719545304775,0.0034053281415253878,8.997906843433157e-05,-0.003074208041653037,0.007215085905045271,0.002281760796904564,0.0014177457196637988,-0.008083566091954708,0.002499906811863184,-0.004487521946430206,-0.004588009789586067,-0.0072300671599805355,0.001794836949557066,0.007797855883836746,0.002756622852757573,-0.00397350313141942,-0.0030994873959571123,0.008689876645803452,-0.007643452379852533,-0.004912915639579296,0.004765389487147331,0.0012366095324978232,0.005933314096182585,-0.0007194355712272227,-0.0052289655432105064,-2.0187057089060545e-05,0.007864302955567837,0.0050240191631019115,-0.0018186606466770172,-0.0008389379363507032,-0.009509587660431862,0.005183905363082886,0.005716645158827305,0.002632029354572296,-0.005389475729316473,0.002371263923123479,0.0019839333835989237,0.0026933092158287764,0.006788917351514101,-0.0026460413355380297,0.0059721628203988075,-0.0023508802987635136,0.007192602381110191,0.0007490792777389288,0.004799160175025463,-0.0027395598590373993,-0.0016585851553827524,0.002196581568568945,-0.007048063445836306,-0.00327476067468524,0.0004891198477707803,-0.0003838167176581919,0.005071267951279879,-0.0013321747537702322,-0.0009735862840898335,-0.005309396423399448,-0.004539310932159424,0.0013855085708200932,-0.0036278690677136183,-0.002591279335319996,0.0028754272498190403,-0.0016174017218872905,0.004969510715454817,-0.0023101915139704943,-0.006585938390344381,-0.006000654771924019,0.0028065366204828024,-0.005120709538459778,0.005115526262670755,-0.005043984390795231,0.004052622243762016,0.003160616150125861,0.006495921406894922,-0.000944264349527657,-0.0035409159027040005,-0.007873172871768475,0.004043793771415949,-0.009399616159498692,-0.0022817165590822697,0.0008616300183348358,0.0063454811461269855,-0.0031430323142558336,-0.0008420738740824163,0.003251890419051051,0.004741188138723373,-0.0017703647026792169,-0.0048775505274534225,-0.00163475691806525,0.005454579368233681,-0.0013828534865751863,-0.0060401675291359425,-0.004102999344468117,-0.0017232984537258744,0.005435541272163391,0.0015863043954595923,0.010864251293241978,-0.004820085596293211,0.0006451114313676953,0.009127085097134113,-0.006734681315720081,-7.509165880037472e-05,-0.008505587466061115,0.005450971890240908
11,6.837090040789917e-06,0.0034005960915237665,-0.004190091509371996,0.0036061482969671488,-0.003089930396527052,-0.007766006980091333,-0.0034632638562470675,0.00014305405784398317,-0.007545619737356901,0.0008642769535072148,-0.005564403720200062,0.003959480207413435,-0.003517950652167201,0.008099209517240524,0.0006934045231901109,-0.0021548757795244455,-0.005457266699522734,-0.004242540802806616,-0.003130892990157008,-0.002689121523872018,-0.007011946756392717,-0.002071101451292634,-0.0021019314881414175,0.007811963092535734,-0.0021236157044768333,0.003508484922349453,0.0001405516522936523,-0.0014086911687627435,0.005098355934023857,0.00494058383628726,0.0017667168285697699,0.005915038753300905,-0.006503372453153133,0.004160583019256592,-0.0005814143805764616,0.0034757654648274183,-0.002529701916500926,0.0018729674629867077,0.004883336368948221,-0.007273282390087843,-0.003618166781961918,0.002249235985800624,0.0007440355257131159,-0.0005804012762382627,-0.002923086052760482,0.004597264342010021,0.006189410574734211,0.006835493259131908,-0.002034521661698818,0.007101157214492559,0.0024596655275672674,0.005226416047662497,-0.0006482191965915263,-0.0026259180158376694,0.0035820654593408108,0.00021885060414206237,-0.00812738761305809,0.004087990149855614,-0.006094952113926411,-0.0078033399768173695,-0.009091275744140148,0.003182569984346628,0.007155715022236109,-0.0042486307211220264,0.00046647238195873797,0.001027064397931099,0.00030621507903560996,-0.007856701500713825,0.0021416544914245605,0.0044129518792033195,-0.0024436735548079014,-0.0036406791768968105,0.007212895434349775,-0.0034661302343010902,-0.0003172588476445526,0.00297490949742496,0.003998963627964258,-0.004406283609569073,-0.0014322134666144848,0.004671602044254541,0.001410839264281094,0.002972763031721115,0.005298873409628868,0.005126308184117079,0.0033660195767879486,-0.003322879783809185,0.007027056533843279,-0.003669208148494363,-0.0004129203734919429,-0.002128593623638153,-0.0007760691223666072,0.0069253938272595406,-0.0013915335293859243,-0.007519233971834183,-0.0013069786364212632,-0.007246073335409164,-0.0006229419377632439,0.002192075364291668,-0.003000003518536687,-0.006317514460533857,0.0025924041401594877,-0.006490716245025396,-0.002329779090359807,-0.005081090144813061,-0.0066460371017456055,0.006016445346176624,0.0015388510655611753,-0.005149767268449068,0.003507453016936779,-0.004963040351867676,-0.0005342539516277611,-0.0011180589208379388,-0.006633625831454992,0.00572510389611125,-0.0016252044588327408,-0.0018109747907146811,-0.002225579461082816,-0.005280766170471907,-0.0012551846448332071,0.0068679857067763805,0.006933979224413633,0.004288220778107643,-0.0014889690792188048,0.0014124260051175952,-0.006222067400813103,0.0004757423885166645,-0.006295402534306049,0.006083788350224495
12,0.007298876065760851,-0.006323344074189663,-0.0017607631161808968,0.003841609926894307,-0.00358543056063354,0.005729013122618198,0.0022755719255656004,0.004403457976877689,0.00300422590225935,-0.005777471698820591,-0.007056975271552801,-0.0006910853553563356,-0.0032938956283032894,-0.004832637030631304,-0.007058683782815933,-0.0045785061083734035,-0.006640257313847542,0.0013088026316836476,0.005777169018983841,-0.0065280115231871605,0.0034914370626211166,0.006960107479244471,0.00670135160908103,0.005492816679179668,0.0005319586489349604,-0.0034952699206769466,0.00044568756129592657,-0.0003620298230089247,-0.001627024495974183,-0.006657736841589212,0.0021000641863793135,-0.003519563004374504,0.0018718646606430411,0.002469770610332489,0.005238981917500496,-0.00611878139898181,-0.00032638301490806043,0.0004840628826059401,0.004450425039976835,0.0031151375733315945,0.0017576315440237522,-0.008145666681230068,4.25723847001791e-05,-0.008688421919941902,-0.006515653803944588,0.006067377980798483,0.004427929408848286,-0.0044146315194666386,0.0076713585294783115,-0.0022680882830172777,-0.006848923861980438,0.0035951239988207817,0.0038624468725174665,0.0019863860215991735,0.0053334590047597885,-0.0021367324516177177,0.002181432908400893,0.00344948866404593,-0.005228782072663307,-0.0028041573241353035,-0.007109688129276037,-0.003289854386821389,0.005174540914595127,-0.00041871590656228364,0.001326991361565888,-0.006340360268950462,-0.0025485074147582054,0.004802094306796789,0.004122585523873568,-2.0673264771176036e-06,0.0040020025335252285,0.005329284816980362,-0.007488993927836418,0.005662412848323584,-0.00807733554393053,-0.0058273798786103725,-0.00229076505638659,0.0012239407515153289,-0.0040503498166799545,-0.000417631643358618,0.0013269037008285522,-0.002627535257488489,-0.0003822729631792754,-0.006293220911175013,-0.00446363864466548,-0.005058644339442253,-0.0013589223381131887,0.0034027157817035913,-0.006833963096141815,-0.00563658494502306,-0.0025626677088439465,-0.0076782903634011745,-0.0065844738855957985,0.0050779832527041435,-0.0043089743703603745,-0.004039297346025705,-0.000655429728794843,0.005962388589978218,0.006262012291699648,-0.00277201971039176,0.004779135808348656,0.005337920971214771,-0.00982195045799017,0.006309897638857365,0.005568390246480703,-0.00016879716713447124,0.0025496738962829113,-0.0035205972380936146,0.0069435457699000835,-0.007102622650563717,0.0073350705206394196,-0.003901601303368807,0.004377463366836309,-0.004685912746936083,0.009012679569423199,0.005476761143654585,-0.005417651031166315,-0.002845131792128086,0.001970934681594372,0.000864578178152442,0.00018410362827125937,0.005120961461216211,0.002754329703748226,-0.003660717513412237,0.0025876788422465324,0.00665950495749712,0.005277110729366541,0.0026137870736420155
13,0.005336171481758356,-0.0010394013952463865,-0.006361421663314104,0.002061222679913044,-0.0034991558641195297,-0.005752634722739458,-0.0026032899040728807,-0.0007054423913359642,0.0059602404944598675,0.0016759522259235382,-0.006485727149993181,-0.004526545759290457,0.004374043550342321,-0.0008949649054557085,0.006993073970079422,0.004950829781591892,-0.00040654753684066236,0.00019928775145672262,-0.006066964007914066,0.0014052335172891617,0.0004873752477578819,0.008986757136881351,-0.0011400646762922406,0.004110406152904034,-0.00364490388892591,0.005194059573113918,0.007396482862532139,0.004728092812001705,-0.0011290564434602857,-0.0031497329473495483,0.004560511559247971,-0.003740175860002637,-7.10299500497058e-05,0.007196209859102964,0.004262586124241352,0.007032245863229036,0.0016681511187925935,0.00036806127172894776,0.003328967373818159,0.0036939429119229317,-0.002634091768413782,-0.0014129338087514043,0.004898134618997574,-0.0002880449465010315,-0.006848680321127176,0.004661658778786659,-0.0033120273146778345,0.00417122058570385,-0.007501831278204918,0.0017862104577943683,-0.003156568855047226,0.005596676841378212,-0.00294058327563107,-0.006537387613207102,0.005490437615662813,-0.008903593756258488,0.004839248955249786,-0.004622092470526695,-0.004693120252341032,0.006497064605355263,0.003955594263970852,0.004816994071006775,-0.00444262009114027,-0.0016309823840856552,-0.0015484539326280355,0.004915419965982437,0.006071871612221003,-0.003432963043451309,-0.0016350016230717301,-0.007538173347711563,0.005543376784771681,0.000677002826705575,-0.005765088368207216,-0.005703880451619625,-0.003071954008191824,0.0024844116996973753,-0.005194433499127626,0.0031901251059025526,-0.006143396254628897,-0.0029250376392155886,-0.005581521429121494,-0.0020492859184741974,0.005958163179457188,-0.006578204687684774,0.0016484535299241543,-0.001372609636746347,-0.0015668136766180396,0.006252028979361057,0.0070403399877250195,-0.007538067642599344,0.006618776824325323,0.0022840765304863453,-0.003934748936444521,0.006629901472479105,0.005762546323239803,0.0025522157084196806,0.0023004221729934216,-0.002776904497295618,0.0029837624169886112,-0.004560792353004217,0.005172139499336481,-0.003387873061001301,0.001477085635997355,-0.005049134138971567,-0.001160492654889822,0.0006597799365408719,-0.0005289328400976956,0.0037682096008211374,-0.00390667375177145,0.006075895391404629,0.004928360693156719,-0.005891359411180019,-0.0038312673568725586,0.0068698967806994915,0.0018328723963350058,-0.0046783690340816975,-0.0033194394782185555,-0.004527477081865072,-4.254691884852946e-05,0.0018659993074834347,0.007725439500063658,-0.0067228456027805805,0.006226676981896162,0.006814122665673494,-0.000295452366117388,-0.0020162658765912056,0.005879474803805351,0.0049420553259551525
14,0.00812546256929636,0.0016462550265714526,-0.008764860220253468,0.007561981678009033,-0.0030324505642056465,-0.008614929392933846,-0.006453460082411766,0.007730238139629364,0.0060043008998036385,0.007418566849082708,-0.0060516237281262875,-0.00300485547631979,0.001633688691072166,0.0064330920577049255,0.005205241031944752,-0.0027402734849601984,0.0007337260176427662,0.006605689879506826,0.002861669287085533,0.0010200596880167723,0.005114645231515169,0.0016109058633446693,-0.007275721058249474,0.008877933025360107,-0.008213457651436329,-0.0031347970943897963,0.01073350291699171,0.0008970559574663639,0.007806769572198391,-0.0037965509109199047,0.010407364927232265,0.009367462247610092,-0.00394813297316432,-0.0030911569483578205,0.0052230809815227985,-0.0031776996329426765,-0.004480831790715456,0.005874098278582096,-0.003799872472882271,-0.0031006226781755686,-0.004641304258257151,-0.0029723974876105785,0.009390034712851048,-0.004484470002353191,0.002213703002780676,-0.005740371532738209,-0.0069238366559147835,0.001276811701245606,0.0003738353552762419,-0.004932330921292305,0.003181466832756996,0.004441740922629833,0.011060336604714394,0.00543870497494936,-0.007525776047259569,0.0003257875796407461,0.00326611683703959,0.0010987271089106798,-0.007486020680516958,0.0024833527859300375,-0.010981802828609943,-0.005484692752361298,0.0009690902661532164,0.005797379184514284,-0.00489308126270771,0.0065277027897536755,-0.004809646401554346,0.000625754299107939,0.0009278279612772167,-0.007075974252074957,-0.0005315817543305457,-0.00026774822617881,-0.0029780948534607887,-0.0016605777200311422,-0.009902442805469036,0.0023591225035488605,-0.00036396540235728025,0.006916427984833717,0.003815599950030446,0.0016727142501622438,-0.005898651666939259,0.006893843412399292,-0.0014146429020911455,-0.009889992885291576,-0.007141205482184887,-0.007067437749356031,0.005673813167959452,0.004720707889646292,-0.0019949248526245356,-0.005766762886196375,0.004700271878391504,-0.000570407893974334,0.0009691037703305483,-0.0021823286078870296,-0.008313925936818123,0.005302459932863712,0.00753891421481967,0.0025232252664864063,-0.00017964337894227356,-0.006003000307828188,-0.0028439201414585114,-0.007614593021571636,-0.011502956040203571,-0.005691546946763992,-0.008963634259998798,0.002781827235594392,0.0042026755400002,0.005045754369348288,-0.0009240272338502109,0.0077259596437215805,-0.0014514883514493704,-0.005632094107568264,-0.0021394272334873676,0.0035358197055757046,0.011504797264933586,0.003948878962546587,0.005586991552263498,0.005048088729381561,0.001295335590839386,-0.0038855737075209618,0.010222342796623707,0.006613017059862614,-0.005451717413961887,0.009416946209967136,-0.00016266503371298313,0.0062856427393853664,0.0051898290403187275,-0.003584005869925022
15,0.0021413424983620644,0.002245787065476179,0.0013815482379868627,-0.0044748117215931416,0.0036818559747189283,-0.0037812546361237764,-0.00959556270390749,-0.001432613586075604,-0.005069136619567871,0.007863673381507397,-0.0008038683445192873,-0.0028889973182231188,-0.0017908496083691716,-0.004376471508294344,-0.004478183574974537,0.005204994231462479,-0.008034992031753063,0.009663289412856102,0.005532075185328722,-0.010549628175795078,0.002194358967244625,-0.005024021491408348,0.0025043562054634094,-0.0051178354769945145,0.003751469310373068,-0.001292285742238164,0.009467761032283306,0.004769096150994301,0.008553508669137955,-0.0042218840681016445,0.0003355307853780687,0.0027771370951086283,-0.004788605496287346,-0.00018145827925764024,2.4667482648510486e-05,-0.0006117504672147334,0.00509601691737771,0.008361884392797947,-0.0017372460570186377,0.005099258851259947,0.004588700365275145,-0.009225841611623764,0.0010915424209088087,-0.009482421912252903,0.002387057524174452,0.0015790056204423308,-0.003929407335817814,0.0055219316855072975,-0.005631474312394857,0.0054249996319413185,-0.0058545516803860664,0.003852029563859105,0.010398388840258121,0.009478532709181309,-0.0019250594777986407,-0.0017836991464719176,-0.008351925760507584,0.0017911348259076476,-0.0028767711482942104,-0.009488890878856182,-0.007343388628214598,0.004962216597050428,-0.0024986867792904377,-0.003987141419202089,-0.0017200090223923326,-6.86279236106202e-05,-0.006957460194826126,-0.006633076351135969,-0.0005475530051626265,-0.0006281652022153139,-0.0010879657929763198,0.006291994359344244,-0.0044249603524804115,0.005167203955352306,0.0037636556662619114,0.0013304658932611346,-0.009998667985200882,-0.002321592764928937,-0.005343596450984478,0.005755584221333265,0.006785848643630743,-0.0015953261172398925,0.005600194912403822,-0.006011782214045525,-0.003976379055529833,0.001263084588572383,0.005674326326698065,0.0005959902773611248,0.0016509850975126028,0.00591737125068903,0.006653206888586283,-0.003245909232646227,-0.0073926616460084915,-0.0001611060433788225,0.0019323560409247875,-0.0027511261869221926,0.012075896374881268,0.00956166535615921,0.004391125403344631,-0.0002686967491172254,-0.007918275892734528,0.0002026369475061074,-0.011314693838357925,-0.003544359467923641,-0.002329330425709486,-0.007666196674108505,0.005970341619104147,-0.003670104779303074,-0.006448850035667419,0.005942529067397118,0.00783698633313179,-0.002025100402534008,0.007536189164966345,0.0014755668817088008,-0.0011810854775831103,-0.003689519129693508,0.00011296851153019816,0.001974622718989849,-0.007905465550720692,-0.0019471071427688003,0.0038368923123925924,0.009363184683024883,-0.0023867650888860226,0.007008827291429043,0.0035365596413612366,-0.0009778850944712758,-0.006979705300182104,-0.007203517481684685
16,-0.0034500930923968554,-0.005467739421874285,-0.005218373145908117,0.0002990784414578229,0.000952813948970288,-0.005535454954952002,-0.0037904358468949795,0.0037883808836340904,-0.0073009636253118515,-0.005039388779550791,-0.005639750976115465,0.006344122346490622,-1.9129611246171407e-06,-0.006693686358630657,-0.0025335177779197693,0.005550098605453968,0.0036521165166050196,-0.003930156119167805,-0.0032357273157685995,-0.002408023690804839,0.006778737995773554,-0.0029020339716225863,0.003937923349440098,-0.004118600394576788,0.0020188316702842712,-0.0016242670826613903,0.008425078354775906,-0.005651969462633133,0.007634241133928299,-0.00030534001416526735,0.008226417005062103,0.008512213826179504,0.00024167285300791264,-0.004271322395652533,-0.0006601462955586612,-0.007700464688241482,-0.0010857143206521869,0.007140066474676132,0.0009877599077299237,-0.00521958339959383,0.004216312896460295,0.0011625493643805385,-0.004371485207229853,-0.004758900497108698,0.00014461831597145647,0.005530445370823145,-0.004009485710412264,0.0037214644253253937,0.0022245689760893583,0.007108979858458042,-0.0024922096636146307,-0.0016016910085454583,-0.00634026201441884,0.003684832016006112,-0.0032770608086138964,0.001166818430647254,-0.003630276070907712,0.006919034756720066,-0.0048432182520627975,-0.007585050538182259,-0.004879065789282322,0.0020702544134110212,-0.001786361332051456,-0.003744695335626602,0.005611795466393232,0.004199746064841747,0.006387151312083006,0.005079415161162615,0.007782161235809326,-0.0018355933716520667,0.0023696718271821737,-0.006407097913324833,0.002789549995213747,-0.005743411369621754,-0.005638236179947853,0.0020692353136837482,-0.004512149840593338,-0.005610402207821608,0.006576274521648884,0.0012300793314352632,0.0010477106552571058,-0.001391689176671207,-0.00606889184564352,0.00161550787743181,-0.008046275936067104,-0.0031273134518414736,-0.0010070838034152985,-0.00041633317596279085,-0.0015666839899495244,-0.005599338095635176,0.004544429946690798,-0.004003515001386404,0.00385695556178689,-0.008415153250098228,-0.007851633243262768,0.006865577772259712,-0.0020185746252536774,-0.0018513952381908894,-0.002986869076266885,-0.0028740873094648123,-0.003189126029610634,-0.005740230903029442,0.0018542686011642218,0.0025450505781918764,-0.003884009551256895,0.00571450823917985,0.003119462402537465,0.007166794501245022,-0.006106631830334663,-0.0002624757762532681,0.002173731802031398,-0.007976565510034561,-0.007229221519082785,-0.0048099965788424015,-0.004992428235709667,-0.00579490140080452,0.0003135036095045507,0.006940591614693403,0.006148428190499544,0.007049392443150282,0.0024537243880331516,0.007326758000999689,-0.005548662971705198,0.00445839948952198,0.0025167465209960938,-0.001810913672670722,0.0006496831774711609,-0.0016749565256759524
17,0.0032396044116467237,-0.009951616637408733,-0.005744725465774536,0.005949463229626417,-0.0058881621807813644,-0.008746800012886524,0.003627749625593424,-0.002348482608795166,-0.006317799910902977,0.009381422773003578,-0.0031740127597004175,-0.00315681635402143,-0.004908787086606026,0.00844990462064743,-0.0033628789242357016,0.002870201598852873,0.0005502928397618234,0.0073594748973846436,0.002799333306029439,-0.009995142929255962,0.0066300686448812485,0.005756258498877287,-0.0015077288262546062,0.003933910746127367,0.004148012492805719,0.0031878051813691854,0.0068743531592190266,-0.0050242687575519085,-0.004123047925531864,0.002701737219467759,0.0077621969394385815,0.007525854278355837,-0.007717616856098175,-0.001310541178099811,0.007174608297646046,0.002922088373452425,-0.0006546080112457275,0.003404904855415225,0.0028513905126601458,0.0029168007895350456,-0.004041281063109636,-0.0013108471175655723,-0.005319840740412474,-0.004979701712727547,0.0005048967432230711,-0.007154715247452259,-0.005291401874274015,-0.0018518971046432853,-0.0005448655574582517,0.0007682477007620037,-0.005636296235024929,0.0026158993132412434,-0.001507695415057242,-0.0002568250638432801,0.00028203544206917286,-0.008146693930029869,0.002164453500881791,-0.006171668879687786,0.004287205636501312,-0.00937990378588438,-0.008597155101597309,-0.0008487270097248256,0.0059842742048203945,0.007786783389747143,0.004602150525897741,-0.0017114373622462153,-0.005906505510210991,-0.0039001330733299255,0.00214760797098279,-0.004157884977757931,-0.0006957586156204343,0.001432505203410983,0.0018563541816547513,0.0008290614932775497,-0.008002697490155697,0.006389471236616373,-0.009257073514163494,0.004040018655359745,-0.0013113213935866952,0.007037370931357145,0.0005801339284516871,0.0002816472260747105,-0.0014360451605170965,-0.0019741158466786146,0.004344278480857611,-0.00533570209518075,0.011142987757921219,0.001293865847401321,-0.001618076115846634,-0.00869201309978962,-0.005290739703923464,0.00510390754789114,-0.007762697525322437,-0.0058286250568926334,0.0012697584461420774,0.0037324160803109407,0.008992454037070274,0.00570708280429244,-0.007100902497768402,0.0062601701356470585,0.0016040252521634102,0.0019875294528901577,-0.011093975976109505,-0.0017022819956764579,-0.0018250852590426803,-0.007984964177012444,0.0002843275142367929,-0.00035729361115954816,-0.004046409856528044,0.008401604369282722,0.004947551526129246,0.0021110884845256805,0.004629892762750387,-0.0019844805356115103,0.005888677202165127,0.0015863273292779922,0.008061402477324009,0.0041901106014847755,-0.006708039436489344,0.010760976001620293,0.010232824832201004,-0.0009496229467913508,0.002707972191274166,0.0001241642312379554,0.007021668832749128,0.007993086241185665,-0.006617176346480846,0.004679525271058083
